County	Soil Code	Soil Description	Soil Description
Mitchell County	391B	Clyde-Floyd complex, 1 to 4 percent slopes	87
Mitchell County	394	Ostrander loam, 0 to 2 percent slopes	94
Mitchell County	394B	Ostrander loam, 2 to 5 percent slopes	88
Mitchell County	398	Tripoli clay loam, 0 to 2 percent slopes	82
Mitchell County	399	Readlyn silt loam, 1 to 3 percent slopes	91
Mitchell County	407B	Schley silt loam, 1 to 4 percent slopes	81
Mitchell County	412C	Emeline loam, 2 to 9 percent slopes	7
Mitchell County	412E	Emeline loam, 9 to 18 percent slopes	5
Mitchell County	412G	Emeline loam, 18 to 40 percent slopes	5
Mitchell County	471	Oran loam, 0 to 2 percent slopes	79
Mitchell County	471B	Oran loam, 2 to 5 percent slopes	74
Mitchell County	482	Racine silt loam, 0 to 2 percent slopes	87
Mitchell County	482B	Racine loam, 2 to 5 percent slopes	76
Mitchell County	482C	Racine silt loam, 5 to 9 percent slopes	81
Mitchell County	491B	Renova loam, 2 to 5 percent slopes	80
Mitchell County	507	Canisteo silty clay loam, 0 to 2 percent slopes	90
Mitchell County	536	Hanlon fine sandy loam, 0 to 2 percent slopes	70
Mitchell County	575	Dickinson-Ostrander complex, 0 to 2 percent slopes	73
Mitchell County	575B	Dickinson-Ostrander complex, 2 to 5 percent slopes	67
Mitchell County	610B	Lamont-Renova complex, 2 to 5 percent slopes	68
Mitchell County	626	Hayfield loam, 0 to 2 percent slopes, rarely flooded	53
Mitchell County	682	Maxfield silt loam, 0 to 2 percent slopes	83
Mitchell County	714	Winneshiek loam, 20 to 30 inches to limestone, till plain, 0 to 2 percent slopes	49
Mitchell County	714B	Winneshiek loam, 20 to 30 inches to limestone, till plain, 2 to 5 percent slopes	42
Mitchell County	714C	Winneshiek loam, 20 to 30 inches to limestone, till plain, 5 to 9 percent slopes	37
Mitchell County	714D	Winneshiek loam, 20 to 30 inches to limestone, till plain, 9 to 14 percent slopes	13
Mitchell County	733	Calco silty clay loam, 0 to 2 percent slopes	76
Mitchell County	760	Ansgar silt loam, 0 to 2 percent slopes	85
Mitchell County	761	Franklin silt loam, 1 to 3 percent slopes	85
Mitchell County	771	Waubeek silt loam, 0 to 2 percent slopes	93
Mitchell County	771B	Waubeek silt loam, 2 to 5 percent slopes	89
Mitchell County	776	Lilah sandy loam, 0 to 3 percent slopes	8
Mitchell County	776C	Lilah sandy loam, 3 to 9 percent slopes	5
Mitchell County	777	Wapsie loam, 0 to 2 percent slopes	55
Mitchell County	777B	Wapsie loam, 2 to 5 percent slopes	50
Mitchell County	777C	Wapsie loam, 5 to 9 percent slopes	43
Mitchell County	778	Sattre silt loam, 0 to 2 percent slopes	56
Mitchell County	781B	Lourdes loam, 2 to 5 percent slopes	68
Mitchell County	781C	Lourdes loam, 5 to 9 percent slopes	72
Mitchell County	781C2	Lourdes loam, 5 to 9 percent slopes, moderately eroded	68
Mitchell County	782	Donnan silt loam, 0 to 2 percent slopes	48
Mitchell County	782B	Donnan silt loam, 2 to 5 percent slopes	43
Mitchell County	783B	Cresco loam, 2 to 5 percent slopes	73
Mitchell County	783C	Cresco loam, 5 to 9 percent slopes	80
Mitchell County	784B	Riceville silt loam, 1 to 4 percent slopes	68
Mitchell County	797	Jameston silty clay loam, 0 to 2 percent slopes	73
Mitchell County	798B	Protivin loam, 1 to 4 percent slopes	61
Mitchell County	804	Ashdale silt loam, 0 to 2 percent slopes	80
Mitchell County	804B	Ashdale silt loam, 2 to 5 percent slopes	75
Mitchell County	805B	Roseville silt loam, 2 to 5 percent slopes	42
Mitchell County	813	Atkinson loam, till plain, 0 to 2 percent slopes	66
Mitchell County	813B	Atkinson loam, till plain, 2 to 5 percent slopes	60
Mitchell County	904	Nasset silt loam, 0 to 2 percent slopes	66
Mitchell County	904B	Nasset silt loam, 2 to 5 percent slopes	69
Mitchell County	913	Waucoma silt loam, till plain, 0 to 2 percent slopes	63
Mitchell County	913B	Waucoma silt loam, till plain, 2 to 5 percent slopes	58
Mitchell County	1152	Marshan clay loam, 0 to 2 percent slopes, rarely flooded	54
Mitchell County	1226	Lawler loam, 0 to 2 percent slopes, rarely flooded	59
Mitchell County	1537	Du Page-Shellwood-Calco complex, channeled, 0 to 3 percent slopes	24
Mitchell County	1936	Spillville-Hanlon-Coland complex, channeled, 0 to 3 percent slopes	29
Mitchell County	2153	Shandep clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	21
Mitchell County	5010	Pits, sand and gravel	
Mitchell County	5030	Pits, limestone quarry	
Mitchell County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Mitchell County	5080	Anthroportic Udorthents, sanitary landfill	5
Mitchell County	C235	Coland-Turlin complex, channeled, 0 to 2 percent slopes	24
Mitchell County	C315	Alluvial land, channeled	26
Mitchell County	M162B	Downs silt loam, till plain, 2 to 5 percent slopes	90
Mitchell County	M162C2	Downs silt loam, till plain, 5 to 9 percent slopes, eroded	82
Mitchell County	M162D2	Downs silt loam, till plain, 9 to 14 percent slopes, eroded	57
Mitchell County	M163B	Fayette silt loam, till plain, 2 to 5 percent slopes	84
Mitchell County	M163C2	Fayette silt loam, till plain, 5 to 9 percent slopes, eroded	76
Mitchell County	RIVER	Water, rivers and streams	
Mitchell County	W	Water	
Mitchell County	WL	Water, waste lagoon	
Sac County	1D3	Ida silt loam, 9 to 14 percent slopes, severely eroded	32
Sac County	1E3	Ida silt loam, 14 to 20 percent slopes, severely eroded	18
Sac County	1F3	Ida silt loam, 20 to 30 percent slopes, severely eroded	8
Sac County	5B	Kennebec-Ackmore complex, 2 to 5 percent slopes, occasionally flooded	82
Sac County	6	Okoboji silty clay loam, 0 to 1 percent slopes	59
Sac County	8C	Judson silty clay loam, deep loess, 5 to 9 percent slopes	87
Sac County	9B	Marshall silty clay loam, 2 to 5 percent slopes	95
Sac County	9B2	Marshall silty clay loam, 2 to 5 percent slopes, eroded	92
Sac County	9C	Marshall silty clay loam, 5 to 9 percent slopes	89
Sac County	9C2	Marshall silty clay loam, 5 to 9 percent slopes, eroded	87
Sac County	9D2	Marshall silty clay loam, 9 to 14 percent slopes, eroded	61
Sac County	9D3	Marshall silty clay loam, 9 to 14 percent slopes, severely eroded	54
Sac County	10D3	Monona silt loam, 9 to 14 percent slopes, severely eroded	53
Sac County	10E3	Monona silt loam, 14 to 20 percent slopes, severely eroded	38
Sac County	11B	Colo, occasionally flooded-Ely silty clay loams, deep loess, 2 to 5 percent slopes	79
Sac County	26B	Kennebec silty clay loam, 2 to 5 percent slopes, occasionally flooded	88
Sac County	27C	Terril loam, 2 to 6 percent slopes	87
Sac County	31	Afton silty clay loam, 0 to 2 percent slopes, occasionally flooded	80
Sac County	33E	Steinauer loam, 9 to 18 percent slopes	26
Sac County	33F	Steinauer loam, 18 to 40 percent slopes	5
Sac County	41D	Sparta loamy fine sand, 5 to 14 percent slopes	13
Sac County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Sac County	55	Nicollet clay loam, 1 to 3 percent slopes	89
Sac County	62C	Storden loam, 6 to 10 percent slopes, moderately eroded	64
Sac County	62D	Storden loam, 10 to 16 percent slopes, moderately eroded	41
Sac County	62E	Storden loam, 10 to 22 percent slopes, moderately eroded	32
Sac County	62F	Belview loam, 16 to 30 percent slopes	17
Sac County	62G	Belview loam, 22 to 40 percent slopes	10
Sac County	73C	Hawick gravelly sandy loam, 6 to 12 percent slopes	31
Sac County	73D	Hawick gravelly sandy loam, 12 to 20 percent slopes	5
Sac County	77B	Sac silty clay loam, loam substratum, 2 to 5 percent slopes	95
Sac County	77B2	Sac silty clay loam, loam substratum, 2 to 5 percent slopes, eroded	92
Sac County	77C	Sac silty clay loam, loam substratum, 5 to 9 percent slopes	90
Sac County	77C2	Sac silty clay loam, loam substratum, 5 to 9 percent slopes, eroded	88
Sac County	78B	Sac silty clay loam, 2 to 5 percent slopes	89
Sac County	78B2	Sac silty clay loam, 2 to 5 percent slopes, eroded	86
Sac County	78C	Sac silty clay loam, 5 to 9 percent slopes	84
Sac County	78C2	Sac silty clay loam, 5 to 9 percent slopes, eroded	82
Sac County	91	Primghar silty clay loam, 0 to 2 percent slopes	100
Sac County	92	Marcus silty clay loam, 0 to 2 percent slopes	94
Sac County	95	Harps clay loam, 0 to 2 percent slopes	72
Sac County	107	Webster clay loam, 0 to 2 percent slopes	86
Sac County	108	Wadena loam, 0 to 2 percent slopes	56
Sac County	108B	Wadena loam, 2 to 6 percent slopes	52
Sac County	108C2	Wadena loam, 6 to 12 percent slopes	47
Sac County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Sac County	134	Zook silty clay, 0 to 2 percent slopes	65
Sac County	135	Coland clay loam, 0 to 2 percent slopes, occasionally flooded	76
Sac County	135B	Coland clay loam, 2 to 4 percent slopes	69
Sac County	138B	Clarion loam, 2 to 6 percent slopes	89
Sac County	138C	Clarion loam, 6 to 10 percent slopes	84
Sac County	138C2	Clarion loam, 6 to 10 percent slopes, moderately eroded	83
Sac County	138D2	Clarion loam, 9 to 14 percent slopes, moderately eroded	55
Sac County	174B	Bolan loam, 2 to 5 percent slopes	63
Sac County	174C2	Bolan loam, 5 to 9 percent slopes, moderately eroded	47
Sac County	174D2	Bolan loam, 9 to 14 percent slopes, moderately eroded	21
Sac County	201B	Coland-Spillville complex, 2 to 5 percent slopes	77
Sac County	203	Cylinder loam, 0 to 2 percent slopes	58
Sac County	221	Klossner muck, 0 to 1 percent slopes	32
Sac County	234	Nishna silty clay loam, 0 to 2 percent slopes	62
Sac County	236B	Lester loam, 2 to 6 percent slopes	85
Sac County	259	Biscay clay loam, 0 to 2 percent slopes	52
Sac County	274	Rolfe silt loam, 0 to 1 percent slopes	57
Sac County	310	Galva silty clay loam, 0 to 2 percent slopes	100
Sac County	310B	Galva silty clay loam, 2 to 5 percent slopes	95
Sac County	310B2	Galva silty clay loam, 2 to 5 percent slopes, eroded	90
Sac County	310C	Galva silty clay loam, 5 to 9 percent slopes	87
Sac County	310C2	Galva silty clay loam, 5 to 9 percent slopes, eroded	84
Sac County	315	Alluvial land	8
Sac County	323B	Terril loam, sandy substratum, 2 to 5 percent slopes	79
Sac County	325	Le Sueur loam, 1 to 3 percent slopes	77
Sac County	354	Marsh	8
Sac County	384	Collinwood silty clay loam, 1 to 3 percent slopes	82
Sac County	390	Waldorf silty clay loam, 0 to 2 percent slopes	69
Sac County	397B	Letri silty clay loam, 1 to 4 percent slopes	90
Sac County	428	Ely silty clay loam, shallow loess, 2 to 5 percent slopes	88
Sac County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	77
Sac County	430B	Ackmore silt loam, 2 to 5 percent slopes, occasionally flooded	73
Sac County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	88
Sac County	485B	Spillville loam, 2 to 5 percent slopes	88
Sac County	506	Wacousta silty clay loam, 0 to 1 percent slopes	73
Sac County	507	Canisteo clay loam, 0 to 2 percent slopes	84
Sac County	511	Blue Earth mucky silt loam, 0 to 1 percent slopes	66
Sac County	559	Talcot clay loam, 32 to 40 inches to sand and gravel, 0 to 2 percent slopes	54
Sac County	577C2	Everly clay loam, 4 to 9 percent slopes, moderately eroded	78
Sac County	577D2	Everly clay loam, 9 to 14 percent slopes, moderately eroded	54
Sac County	606	Lanyon silty clay loam, 0 to 1 percent slopes	43
Sac County	733	Calco silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Sac County	823B	Flagler sandy loam, calcareous subsoil variant, 2 to 5 percent slopes	51
Sac County	823C2	Flagler sandy loam, calcareous subsoil variant, 5 to 9 percent slopes, moderately eroded	42
Sac County	5010	Pits, sand and gravel	
Sac County	5040	Udorthents, loamy	5
Sac County	AW	Animal waste lagoon	
Sac County	BW	Built wetland	
Sac County	C201B	Coland-Spillville complex, channeled, 2 to 5 percent slopes	28
Sac County	INT	Intermittent water	
Sac County	L55	Nicollet loam, 1 to 3 percent slopes	91
Sac County	L62C2	Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	64
Sac County	L62D2	Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	41
Sac County	L62G	Belview loam, Bemis moraine, 22 to 40 percent slopes	10
Sac County	L95	Harps clay loam, Bemis moraine, 0 to 2 percent slopes	75
Sac County	L107	Webster clay loam, Bemis moraine, 0 to 2 percent slopes	88
Sac County	L138B	Clarion loam, Bemis moraine, 2 to 6 percent slopes	88
Sac County	L138C	Clarion loam, Bemis moraine, 6 to 10 percent slopes	84
Sac County	L138C2	Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	83
Sac County	L507	Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes	87
Sac County	P10	Afton silty clay loam, Sheldon creek formation, 0 to 2 percent slopes, occasionally flooded	82
Sac County	SL	Sewage lagoon	
Sac County	T310	Galva silty clay loam, terrace, 0 to 2 percent slopes	100
Sac County	T310B	Galva silty clay loam, terrace, 2 to 5 percent slopes	95
Sac County	W	Water	
Sac County	Z24C2	Shelby clay loam, deep loess, 5 to 9 percent slopes, eroded	76
Sac County	Z24D2	Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded	52
Sac County	Z24E2	Shelby clay loam, deep loess, 14 to 18 percent slopes, eroded	38
Scott County	11B	Colo-Ely complex, 0 to 5 percent slopes	86
Scott County	20C2	Killduff silty clay loam, 5 to 9 percent slopes, eroded	81
Scott County	20C3	Killduff silty clay loam, 5 to 9 percent slopes, severely eroded	77
Scott County	20D2	Killduff silty clay loam, 9 to 14 percent slopes, eroded	55
Scott County	20D3	Killduff silty clay loam, 9 to 14 percent slopes, severely eroded	51
Scott County	24D3	Shelby clay loam, 9 to 14 percent slopes, severely eroded	45
Scott County	24E2	Shelby loam, 14 to 18 percent slopes, moderately eroded	40
Scott County	24E3	Shelby clay loam, 14 to 18 percent slopes, severely eroded	33
Scott County	41	Sparta loamy fine sand, 0 to 2 percent slopes	44
Scott County	41B	Sparta loamy fine sand, 2 to 5 percent slopes	39
Scott County	41C	Sparta loamy fine sand, 5 to 9 percent slopes	34
Scott County	41D	Sparta loamy fine sand, 9 to 14 percent slopes	8
Scott County	54	Zook silty clay loam, 0 to 2 percent slopes	69
Scott County	63C	Chelsea loamy fine sand, 5 to 9 percent slopes	14
Scott County	63E	Chelsea loamy fine sand, 9 to 18 percent slopes	5
Scott County	65E2	Lindley loam, 14 to 18 percent slopes, moderately eroded	29
Scott County	65F	Lindley loam, 18 to 25 percent slopes	14
Scott County	65G	Lindley loam, 25 to 40 percent slopes	5
Scott County	83B	Kenyon loam, 2 to 5 percent slopes	90
Scott County	83C2	Kenyon loam, 5 to 9 percent slopes, eroded	84
Scott County	83D2	Kenyon loam, 9 to 14 percent slopes, eroded	61
Scott County	83D3	Kenyon loam, 9 to 14 percent slopes, severely eroded	50
Scott County	84	Clyde clay loam, 0 to 3 percent slopes	88
Scott County	118	Garwin silty clay loam, 0 to 2 percent slopes	90
Scott County	119	Muscatine silty clay loam, 0 to 2 percent slopes	100
Scott County	119B	Muscatine silty clay loam, 2 to 5 percent slopes	95
Scott County	120B	Tama silty clay loam, 2 to 5 percent slopes	95
Scott County	120B2	Tama silty clay loam, 2 to 5 percent slopes, eroded	92
Scott County	120C	Tama silty clay loam, 5 to 9 percent slopes	90
Scott County	120C2	Tama silty clay loam, 5 to 9 percent slopes, eroded	87
Scott County	120C3	Tama silty clay loam, 5 to 9 percent slopes, severely eroded	79
Scott County	120D2	Tama silty clay loam, 9 to 14 percent slopes, eroded	62
Scott County	120D3	Tama silty clay loam, 9 to 14 percent slopes, severely eroded	55
Scott County	120E2	Tama silty clay loam, 14 to 18 percent slopes, eroded	50
Scott County	120E3	Tama silty clay loam, 14 to 18 percent slopes, severely eroded	43
Scott County	133	Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Scott County	139	Perks sand, 0 to 3 percent slopes	7
Scott County	160	Walford silt loam, 0 to 2 percent slopes	82
Scott County	174	Bolan loam, 0 to 2 percent slopes	70
Scott County	175	Dickinson fine sandy loam, 0 to 2 percent slopes	55
Scott County	175B	Dickinson fine sandy loam, 2 to 5 percent slopes	50
Scott County	175C	Dickinson fine sandy loam, 5 to 9 percent slopes	45
Scott County	179D2	Gara loam, 9 to 14 percent slopes, moderately eroded	47
Scott County	179E2	Gara loam, 14 to 18 percent slopes, moderately eroded	35
Scott County	179E3	Gara clay loam, 14 to 18 percent slopes, severely eroded	28
Scott County	179F2	Gara loam, 18 to 25 percent slopes, moderately eroded	17
Scott County	179F3	Gara clay loam, 18 to 25 percent slopes, severely eroded	10
Scott County	184	Klinger silty clay loam, 1 to 4 percent slopes	95
Scott County	220	Nodaway silt loam, shallow loess, 0 to 2 percent slopes, occasionally flooded	77
Scott County	254	Zook silty clay, sandy substratum, 0 to 2 percent slopes	47
Scott County	273C	Olmitz loam, 3 to 9 percent slopes	85
Scott County	284	Flagler sandy loam, 0 to 2 percent slopes	56
Scott County	291	Atterberry silt loam, 1 to 3 percent slopes	85
Scott County	293C	Chelsea-Fayette-Lamont complex, 5 to 9 percent slopes	44
Scott County	293E	Chelsea-Fayette-Lamont complex, 9 to 18 percent slopes	22
Scott County	293F	Chelsea-Fayette-Lamont complex, 18 to 25 percent slopes	11
Scott County	352B	Whittier silt loam, 2 to 5 percent slopes	51
Scott County	352C2	Whittier silt loam, 5 to 9 percent slopes, moderately eroded	43
Scott County	377B	Dinsdale silty clay loam, 2 to 5 percent slopes	94
Scott County	377C	Dinsdale silty clay loam, 5 to 9 percent slopes	90
Scott County	377C2	Dinsdale silty clay loam, 5 to 9 percent slopes, eroded	85
Scott County	382	Maxfield silty clay loam, 0 to 2 percent slopes	87
Scott County	420B	Tama silty clay loam, terrace, 2 to 5 percent slopes	95
Scott County	426B	Aredale silt loam, 2 to 5 percent slopes	90
Scott County	426C	Aredale silt loam, 5 to 9 percent slopes	86
Scott County	426C2	Aredale silt loam, 5 to 9 percent slopes, moderately eroded	83
Scott County	426D2	Aredale silt loam, 9 to 14 percent slopes, moderately eroded	57
Scott County	428B	Ely silty clay loam, 2 to 5 percent slopes	88
Scott County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	70
Scott County	430B	Ackmore silt loam, 2 to 5 percent slopes	68
Scott County	442C2	Tama, sandy substratum-Dickinson complex, 5 to 9 percent slopes, moderately eroded	64
Scott County	442D2	Tama, sandy substratum-Dickinson complex, 9 to 14 percent slopes, moderately eroded	40
Scott County	442E2	Tama, sandy substratum-Dickinson complex, 14 to 18 percent slopes, moderately eroded	40
Scott County	450B	Pillot silt loam, 2 to 5 percent slopes	63
Scott County	450C2	Pillot silt loam, 5 to 9 percent slopes, moderately eroded	55
Scott County	484	Lawson silt loam, 0 to 2 percent slopes	87
Scott County	499G	Nordness silt loam, 18 to 40 percent slopes	5
Scott County	539	Perks sandy loam, 0 to 3 percent slopes	8
Scott County	673D3	Timula silt loam, 9 to 14 percent slopes, severely eroded	20
Scott County	673E3	Timula silt loam, 14 to 18 percent slopes, severely eroded	8
Scott County	673F3	Timula silt loam, 18 to 25 percent slopes, severely eroded	5
Scott County	763E3	Exette silt loam, 14 to 18 percent slopes, severely eroded	39
Scott County	763F3	Exette silt loam, 18 to 25 percent slopes, severely eroded	21
Scott County	767E3	Mula silt loam, 14 to 18 percent slopes, severely eroded	5
Scott County	767F3	Mula silt loam, 18 to 25 percent slopes, severely eroded	5
Scott County	814	Rockton loam, 0 to 3 percent slopes	53
Scott County	820	Dockery silt loam, 0 to 2 percent slopes, occasionally flooded	86
Scott County	820B	Dockery silt loam, 2 to 5 percent slopes	83
Scott County	826	Rowley silt loam, 0 to 2 percent slopes	76
Scott County	916B	Downs silt loam, sandy substratum, 2 to 5 percent slopes	88
Scott County	916C2	Downs silt loam, sandy substratum, 5 to 9 percent slopes, eroded	80
Scott County	916D2	Downs silt loam, sandy substratum, 9 to 14 percent slopes, eroded	54
Scott County	920B	Tama silt loam, sandy substratum, 2 to 5 percent slopes	92
Scott County	920C2	Tama silty clay loam, sandy substratum, 5 to 9 percent slopes, eroded	84
Scott County	920D2	Tama silty clay loam, sandy substratum, 9 to 14 percent slopes, eroded	58
Scott County	926	Canoe silt loam, 0 to 2 percent slopes	89
Scott County	950	Niota silt loam, 0 to 2 percent slopes	48
Scott County	950B	Niota silt loam, 2 to 5 percent slopes	43
Scott County	960	Shaffton loam, 0 to 2 percent slopes	58
Scott County	961	Ambraw clay loam, 0 to 2 percent slopes	73
Scott County	977	Richwood silt loam, 0 to 2 percent slopes	100
Scott County	1118	Garwin silty clay loam, terrace, 0 to 2 percent slopes	94
Scott County	1119	Muscatine silty clay loam, terrace, 0 to 2 percent slopes	100
Scott County	1152	Marshan clay loam, 0 to 2 percent slopes, rarely flooded	54
Scott County	1226	Lawler loam, 0 to 2 percent slopes, rarely flooded	59
Scott County	1313G	Munterville silt loam, 25 to 40 percent slopes	5
Scott County	1539	Ambraw-Perks-Lawson complex, frequently flooded, 0 to 2 percent slopes	5
Scott County	1730B	Nodaway-Perks complex, channeled, 0 to 5 percent slopes	21
Scott County	2133	Colo silty clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	35
Scott County	2153	Shandep clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	21
Scott County	4000	Urban land	
Scott County	4133	Colo-Urban land complex, 0 to 2 percent slopes	78
Scott County	4162C	Downs-Urban land complex, 2 to 9 percent slopes	90
Scott County	4162D	Downs-Urban land complex, 9 to 14 percent slopes	60
Scott County	4163E	Fayette-Urban land complex, 14 to 25 percent slopes	39
Scott County	4220	Nodaway-Urban land complex, 0 to 3 percent slopes	78
Scott County	4291	Atterberry-Urban land complex, 0 to 2 percent slopes	90
Scott County	4977B	Richwood-Urban land complex, 1 to 5 percent slopes	100
Scott County	5010	Pits, sand and gravel	
Scott County	5030	Pits, limestone quarry	
Scott County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Scott County	5080	Anthroportic Udorthents, sanitary landfill	5
Scott County	M162B	Downs silt loam, till plain, 2 to 5 percent slopes	90
Scott County	M162C2	Downs silt loam, till plain, 5 to 9 percent slopes, eroded	82
Scott County	M162C3	Downs silty clay loam, till plain, 5 to 9 percent slopes, severely eroded	75
Scott County	M162D2	Downs silt loam, till plain, 9 to 14 percent slopes, eroded	57
Scott County	M162D3	Downs silty clay loam, till plain, 9 to 14 percent slopes, severely eroded	50
Scott County	M162E2	Downs silt loam, till plain, 14 to 18 percent slopes, eroded	45
Scott County	M162E3	Downs silty clay loam, till plains, 14 to 18 percent slopes, severely eroded	39
Scott County	M162F2	Downs silt loam, till plain, 18 to 25 percent slopes, eroded	25
Scott County	M163B2	Fayette silt loam, till plain, 2 to 5 percent slopes, eroded	81
Scott County	M163C	Fayette silt loam, till plain, 5 to 9 percent slopes	79
Scott County	M163C2	Fayette silt loam, till plain, 5 to 9 percent slopes, eroded	76
Scott County	M163C3	Fayette silty clay loam, till plain, 5 to 9 percent slopes, severely eroded	69
Scott County	M163D	Fayette silt loam, till plain, 9 to 14 percent slopes	50
Scott County	M163D2	Fayette silt loam, till plain, 9 to 14 percent slopes, eroded	47
Scott County	M163D3	Fayette silty clay loam, till plain, 9 to 14 percent slopes, severely eroded	41
Scott County	M163E	Fayette silt loam, till plain, 14 to 18 percent slopes	39
Scott County	M163E2	Fayette silt loam, till plain, 14 to 18 percent slopes, eroded	36
Scott County	M163E3	Fayette silty clay loam, till plain, 14 to 18 percent slopes, severely eroded	29
Scott County	M163F	Fayette silt loam, till plain, 18 to 25 percent slopes	21
Scott County	M163F2	Fayette silt loam, till plain, 18 to 25 percent slopes, eroded	18
Scott County	M163F3	Fayette silty clay loam, till plain, 18 to 25 percent slopes, severely eroded	12
Scott County	M163G	Fayette silt loam, till plain, 25 to 40 percent slopes	5
Scott County	RIVER	Water, rivers and streams	
Scott County	W	Water	
Scott County	WL	Water, waste lagoon	
Shelby County	1C3	Ida silt loam, 5 to 9 percent slopes, severely eroded	58
Shelby County	1D3	Ida silt loam, 9 to 14 percent slopes, severely eroded	32
Shelby County	1E3	Ida silt loam, 14 to 20 percent slopes, severely eroded	18
Shelby County	1F3	Ida silt loam, 20 to 30 percent slopes, severely eroded	8
Shelby County	8B	Judson silty clay loam, deep loess, 2 to 5 percent slopes	92
Shelby County	8C	Judson silty clay loam, deep loess, 5 to 9 percent slopes	87
Shelby County	9	Marshall silty clay loam, 0 to 2 percent slopes	98
Shelby County	9B	Marshall silty clay loam, 2 to 5 percent slopes	95
Shelby County	9C2	Marshall silty clay loam, 5 to 9 percent slopes, eroded	87
Shelby County	9D2	Marshall silty clay loam, 9 to 14 percent slopes, eroded	61
Shelby County	10C2	Monona silt loam, 5 to 9 percent slopes, eroded	86
Shelby County	10D2	Monona silt loam, 9 to 14 percent slopes, eroded	60
Shelby County	10E2	Monona silt loam, 14 to 20 percent slopes, eroded	45
Shelby County	10F2	Monona silt loam, 20 to 30 percent slopes, eroded	24
Shelby County	12B	Napier silt loam, 2 to 5 percent slopes	93
Shelby County	12C	Napier silt loam, 5 to 9 percent slopes	89
Shelby County	35D2	Liston-Burchard complex, 9 to 14 percent slopes, moderately eroded	42
Shelby County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Shelby County	54+	Zook silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	69
Shelby County	59E2	Burchard clay loam, 14 to 18 percent slopes, moderately eroded	41
Shelby County	59F2	Burchard clay loam, 18 to 25 percent slopes, moderately eroded	27
Shelby County	99D2	Exira silty clay loam, 9 to 14 percent slopes, eroded	59
Shelby County	99E2	Exira silty clay loam, 14 to 18 percent slopes, eroded	50
Shelby County	99F2	Exira silty clay loam, 18 to 25 percent slopes, eroded	33
Shelby County	100B	Monona silty clay loam, 2 to 5 percent slopes	95
Shelby County	100C2	Monona silty clay loam, 5 to 9 percent slopes, eroded	85
Shelby County	100D2	Monona silty clay loam, 9 to 14 percent slopes, eroded	60
Shelby County	100D3	Monona silty clay loam, 9 to 14 percent slopes, severely eroded	52
Shelby County	100E2	Monona silty clay loam, 14 to 20 percent slopes, eroded	46
Shelby County	100F2	Monona silty clay loam, 20 to 30 percent slopes, eroded	25
Shelby County	101F3	Monona, eroded-Ida, severely eroded, silt loams, 20 to 30 percent slopes	17
Shelby County	212	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded	91
Shelby County	222D2	Clarinda silty clay loam, deep loess, 9 to 14 percent slopes, eroded	15
Shelby County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	77
Shelby County	431B	Judson-Ackmore-Colo, overwash complex, 1 to 5 percent slopes	81
Shelby County	509	Marshall silty clay loam, terrace, 0 to 2 percent slopes	99
Shelby County	509B	Marshall silty clay loam, terrace, 2 to 5 percent slopes	94
Shelby County	509C	Marshall silty clay loam, terrace, 5 to 9 percent slopes	90
Shelby County	509D2	Marshall silty clay loam, terrace, 9 to 14 percent slopes, eroded	66
Shelby County	630	Danbury silt loam, 0 to 2 percent slopes, occasionally flooded	83
Shelby County	700B	Monona silty clay loam, terrace, 2 to 5 percent slopes	95
Shelby County	700C2	Monona silty clay loam, terrace, 5 to 9 percent slopes, eroded	86
Shelby County	700D2	Monona silty clay loam, terrace, 9 to 14 percent slopes, eroded	62
Shelby County	5010	Pits, sand and gravel	
Shelby County	5040	Udorthents, loamy	5
Shelby County	5080	Udorthents, sanitary landfill	5
Shelby County	AW	Animal waste lagoon	
Shelby County	SL	Sewage lagoon	
Shelby County	W	Water	
Shelby County	Z24E2	Shelby clay loam, deep loess, 14 to 18 percent slopes, eroded	38
Shelby County	Z24F2	Shelby clay loam, deep loess, 18 to 25 percent slopes, eroded	20
Shelby County	Z93D2	Shelby-Adair clay loams, deep loess, 9 to 14 percent slopes, eroded	38
